TYPE,CODE,NAME
location,520403,    平坝区
location,520422,    普定县
location,520423,    镇宁布依族苗族自治县
location,520424,    关岭布依族苗族自治县
location,520425,    紫云苗族布依族自治县
location,520500,毕节市
location,520502,    七星关区
location,520521,    大方县
location,520522,    黔西县
location,520523,    金沙县
location,520524,    织金县
location,520525,    纳雍县
location,520526,    威宁彝族回族苗族自治县
location,520527,    赫章县
location,520600,铜仁市
location,520602,    碧江区
location,520603,    万山区
location,520621,    江口县
location,520622,    玉屏侗族自治县
location,520623,    石阡县
location,520624,    思南县
location,520625,    印江土家族苗族自治县
location,520626,    德江县
location,520627,    沿河土家族自治县
location,520628,    松桃苗族自治县
location,522300,黔西南布依族苗族自治州
location,522301,    兴义市
location,522322,    兴仁县
location,522323,    普安县
location,522324,    晴隆县
location,522325,    贞丰县
location,522326,    望谟县
location,522327,    册亨县
location,522328,    安龙县
location,522600,黔东南苗族侗族自治州
location,522601,    凯里市
location,522622,    黄平县
location,522623,    施秉县
location,522624,    三穗县
location,522625,    镇远县
location,522626,    岑巩县
location,522627,    天柱县
location,522628,    锦屏县
location,522629,    剑河县
location,522630,    台江县
location,522631,    黎平县
location,522632,    榕江县
location,522633,    从江县
location,522634,    雷山县
location,522635,    麻江县
location,522636,    丹寨县
location,522700,黔南布依族苗族自治州
location,522701,    都匀市
location,522702,    福泉市
location,522722,    荔波县
location,522723,    贵定县
location,522725,    瓮安县
location,522726,    独山县
location,522727,    平塘县
location,522728,    罗甸县
location,522729,    长顺县
location,522730,    龙里县
location,522731,    惠水县
location,522732,    三都水族自治县
location,530000,云南省
location,530100,昆明市
location,530102,    五华区
location,530103,    盘龙区
location,530111,    官渡区
location,530112,    西山区
location,530113,    东川区
location,530114,    呈贡区
location,530115,    晋宁区
location,530124,    富民县
location,530125,    宜良县
location,530126,    石林彝族自治县
location,530127,    嵩明县
location,530128,    禄劝彝族苗族自治县
location,530129,    寻甸回族彝族自治县
location,530181,    安宁市
location,530300,曲靖市
location,530302,    麒麟区
location,530303,    沾益区
location,530321,    马龙县
location,530322,    陆良县
location,530323,    师宗县
location,530324,    罗平县
location,530325,    富源县
location,530326,    会泽县
location,530381,    宣威市
location,530400,玉溪市
location,530402,    红塔区
location,530403,    江川区
location,530422,    澄江县
location,530423,    通海县
location,530424,    华宁县
location,530425,    易门县
location,530426,    峨山彝族自治县
location,530427,    新平彝族傣族自治县
location,530428,    元江哈尼族彝族傣族自治县
location,530500,保山市
location,530502,    隆阳区
location,530521,    施甸县
location,530523,    龙陵县
location,530524,    昌宁县
location,530581,    腾冲市
location,530600,昭通市
location,530602,    昭阳区
location,530621,    鲁甸县
location,530622,    巧家县
location,530623,    盐津县
location,530624,    大关县
location,530625,    永善县
location,530626,    绥江县
location,530627,    镇雄县
location,530628,    彝良县
location,530629,    威信县
location,530630,    水富县
location,530700,丽江市
location,530702,    古城区
location,530721,    玉龙纳西族自治县
location,530722,    永胜县
location,530723,    华坪县
location,530724,    宁蒗彝族自治县
location,530800,普洱市
location,530802,    思茅区
location,530821,    宁洱哈尼族彝族自治县
location,530822,    墨江哈尼族自治县
location,530823,    景东彝族自治县
location,530824,    景谷傣族彝族自治县
location,530825,    镇沅彝族哈尼族拉祜族自治县
location,530826,    江城哈尼族彝族自治县
location,530827,    孟连傣族拉祜族佤族自治县
location,530828,    澜沧拉祜族自治县
location,530829,    西盟佤族自治县
location,530900,临沧市
location,530902,    临翔区
location,530921,    凤庆县
location,530922,    云县
location,530923,    永德县
location,530924,    镇康县
location,530925,    双江拉祜族佤族布朗族傣族自治县
location,530926,    耿马傣族佤族自治县
location,530927,    沧源佤族自治县
location,532300,楚雄彝族自治州
location,532301,    楚雄市
location,532322,    双柏县
location,532323,    牟定县
location,532324,    南华县
location,532325,    姚安县
location,532326,    大姚县
location,532327,    永仁县
location,532328,    元谋县
location,532329,    武定县
location,532331,    禄丰县
location,532500,红河哈尼族彝族自治州
location,532501,    个旧市
location,532502,    开远市
location,532503,    蒙自市
location,532504,    弥勒市
location,532523,    屏边苗族自治县
location,532524,    建水县
location,532525,    石屏县
location,532527,    泸西县
location,532528,    元阳县
location,532529,    红河县
location,532530,    金平苗族瑶族傣族自治县
location,532531,    绿春县
location,532532,    河口瑶族自治县
location,532600,文山壮族苗族自治州
location,532601,    文山市
location,532622,    砚山县
location,532623,    西畴县
location,532624,    麻栗坡县
location,532625,    马关县
location,532626,    丘北县
location,532627,    广南县
location,532628,    富宁县
location,532800,西双版纳傣族自治州
location,532801,    景洪市
location,532822,    勐海县
location,532823,    勐腊县
location,532900,大理白族自治州
location,532901,    大理市
location,532922,    漾濞彝族自治县
location,532923,    祥云县
location,532924,    宾川县
location,532925,    弥渡县
location,532926,    南涧彝族自治县
location,532927,    巍山彝族回族自治县
location,532928,    永平县
location,532929,    云龙县
location,532930,    洱源县
location,532931,    剑川县
location,532932,    鹤庆县
location,533100,德宏傣族景颇族自治州
location,533102,    瑞丽市
location,533103,    芒市
location,533122,    梁河县
location,533123,    盈江县
location,533124,    陇川县
location,533300,怒江傈僳族自治州
location,533301,    泸水市
location,533323,    福贡县
location,533324,    贡山独龙族怒族自治县
location,533325,    兰坪白族普米族自治县
location,533400,迪庆藏族自治州
location,533401,    香格里拉市
location,533422,    德钦县
location,533423,    维西傈僳族自治县
location,540000,西藏自治区
location,540100,拉萨市
location,540102,    城关区
location,540103,    堆龙德庆区
location,540121,    林周县
location,540122,    当雄县
location,540123,    尼木县
location,540124,    曲水县
location,540126,    达孜县
location,540127,    墨竹工卡县
location,540200,日喀则市
location,540202,    桑珠孜区
location,540221,    南木林县
location,540222,    江孜县
location,540223,    定日县
location,540224,    萨迦县
location,540225,    拉孜县
location,540226,    昂仁县
location,540227,    谢通门县
location,540228,    白朗县
location,540229,    仁布县
location,540230,    康马县
location,540231,    定结县
location,540232,    仲巴县
location,540233,    亚东县
location,540234,    吉隆县
location,540235,    聂拉木县
location,540236,    萨嘎县
location,540237,    岗巴县
location,540300,昌都市
location,540302,    卡若区
location,540321,    江达县
location,540322,    贡觉县
location,540323,    类乌齐县
location,540324,    丁青县
location,540325,    察雅县
location,540326,    八宿县
location,540327,    左贡县
location,540328,    芒康县
location,540329,    洛隆县
location,540330,    边坝县
location,540400,林芝市
location,540402,    巴宜区
location,540421,    工布江达县
location,540422,    米林县
location,540423,    墨脱县
location,540424,    波密县
location,540425,    察隅县
location,540426,    朗县
location,540500,山南市
location,540502,    乃东区
location,540521,    扎囊县
location,540522,    贡嘎县
location,540523,    桑日县
location,540524,    琼结县
location,540525,    曲松县
location,540526,    措美县
location,540527,    洛扎县
location,540528,    加查县
location,540529,    隆子县
location,540530,    错那县
location,540531,    浪卡子县
location,542400,那曲地区
location,542421,    那曲县
location,542422,    嘉黎县
location,542423,    比如县
location,542424,    聂荣县
location,542425,    安多县
location,542426,    申扎县
location,542427,    索县
location,542428,    班戈县
location,542429,    巴青县
location,542430,    尼玛县
location,542431,    双湖县
location,542500,阿里地区
location,542521,    普兰县
location,542522,    札达县
location,542523,    噶尔县
location,542524,    日土县
location,542525,    革吉县
location,542526,    改则县
location,542527,    措勤县
location,610000,陕西省
location,610100,西安市
location,610102,    新城区
location,610103,    碑林区
location,610104,    莲湖区
location,610111,    灞桥区
location,610112,    未央区
location,610113,    雁塔区
location,610114,    阎良区
location,610115,    临潼区
location,610116,    长安区
location,610117,    高陵区
location,610118,    鄠邑区
location,610122,    蓝田县
location,610124,    周至县
location,610200,铜川市
location,610202,    王益区
location,610203,    印台区
location,610204,    耀州区
location,610222,    宜君县
location,610300,宝鸡市
location,610302,    渭滨区
location,610303,    金台区
location,610304,    陈仓区
location,610322,    凤翔县
location,610323,    岐山县
location,610324,    扶风县
location,610326,    眉县
location,610327,    陇县
location,610328,    千阳县
location,610329,    麟游县
location,610330,    凤县
location,610331,    太白县
location,610400,咸阳市
location,610402,    秦都区
location,610403,    杨陵区
location,610404,    渭城区
location,610422,    三原县
location,610423,    泾阳县
location,610424,    乾县
location,610425,    礼泉县
location,610426,    永寿县
location,610427,    彬县
location,610428,    长武县
location,610429,    旬邑县
location,610430,    淳化县
location,610431,    武功县
location,610481,    兴平市
location,610500,渭南市
location,610502,    临渭区
location,610503,    华州区
location,610522,    潼关县
location,610523,    大荔县
location,610524,    合阳县
location,610525,    澄城县
location,610526,    蒲城县
location,610527,    白水县
location,610528,    富平县
location,610581,    韩城市
location,610582,    华阴市
location,610600,延安市
location,610602,    宝塔区
location,610603,    安塞区
location,610621,    延长县
location,610622,    延川县
location,610623,    子长县
location,610625,    志丹县
location,610626,    吴起县
location,610627,    甘泉县
location,610628,    富县
location,610629,    洛川县
location,610630,    宜川县
location,610631,    黄龙县
location,610632,    黄陵县
location,610700,汉中市
location,610702,    汉台区
location,610721,    南郑县
location,610722,    城固县
location,610723,    洋县
location,610724,    西乡县
location,610725,    勉县
location,610726,    宁强县
location,610727,    略阳县
location,610728,    镇巴县
location,610729,    留坝县
location,610730,    佛坪县
location,610800,榆林市
location,610802,    榆阳区
location,610803,    横山区
location,610822,    府谷县
location,610824,    靖边县
location,610825,    定边县
location,610826,    绥德县
location,610827,    米脂县
location,610828,    佳县
location,610829,    吴堡县
location,610830,    清涧县
location,610831,    子洲县
location,610881,    神木市
location,610900,安康市
location,610902,    汉滨区
location,610921,    汉阴县
location,610922,    石泉县
location,610923,    宁陕县
location,610924,    紫阳县
location,610925,    岚皋县
location,610926,    平利县
location,610927,    镇坪县
location,610928,    旬阳县
location,610929,    白河县
location,611000,商洛市
location,611002,    商州区
location,611021,    洛南县
location,611022,    丹凤县
location,611023,    商南县
location,611024,    山阳县
location,611025,    镇安县
location,611026,    柞水县
location,620000,甘肃省
location,620100,兰州市
location,620102,    城关区
location,620103,    七里河区
location,620104,    西固区
location,620105,    安宁区
location,620111,    红古区
location,620121,    永登县
location,620122,    皋兰县
location,620123,    榆中县
location,620200,嘉峪关市
location,620300,金昌市
location,620302,    金川区
location,620321,    永昌县
location,620400,白银市
location,620402,    白银区
location,620403,    平川区
location,620421,    靖远县
location,620422,    会宁县
location,620423,    景泰县
location,620500,天水市
location,620502,    秦州区
location,620503,    麦积区
location,620521,    清水县
location,620522,    秦安县
location,620523,    甘谷县
location,620524,    武山县
location,620525,    张家川回族自治县
location,620600,武威市
location,620602,    凉州区
location,620621,    民勤县
location,620622,    古浪县
location,620623,    天祝藏族自治县
location,620700,张掖市
location,620702,    甘州区
location,620721,    肃南裕固族自治县
location,620722,    民乐县
location,620723,    临泽县
location,620724,    高台县
location,620725,    山丹县
location,620800,平凉市
location,620802,    崆峒区
location,620821,    泾川县
location,620822,    灵台县
location,620823,    崇信县
location,620824,    华亭县
location,620825,    庄浪县
location,620826,    静宁县
location,620900,酒泉市
location,620902,    肃州区
location,620921,    金塔县
location,620922,    瓜州县
location,620923,    肃北蒙古族自治县
location,620924,    阿克塞哈萨克族自治县
location,620981,    玉门市
location,620982,    敦煌市
location,621000,庆阳市
location,621002,    西峰区
location,621021,    庆城县
location,621022,    环县
location,621023,    华池县
location,621024,    合水县
location,621025,    正宁县
location,621026,    宁县
location,621027,    镇原县
location,621100,定西市
location,621102,    安定区
location,621121,    通渭县
location,621122,    陇西县
location,621123,    渭源县
location,621124,    临洮县
location,621125,    漳县
location,621126,    岷县
location,621200,陇南市
location,621202,    武都区
location,621221,    成县
location,621222,    文县
location,621223,    宕昌县
location,621224,    康县
location,621225,    西和县
location,621226,    礼县
location,621227,    徽县
location,621228,    两当县
location,622900,临夏回族自治州
location,622901,    临夏市
location,622921,    临夏县
location,622922,    康乐县
location,622923,    永靖县
location,622924,    广河县
location,622925,    和政县
location,622926,    东乡族自治县
location,622927,    积石山保安族东乡族撒拉族自治县
location,623000,甘南藏族自治州
location,623001,    合作市
location,623021,    临潭县
location,623022,    卓尼县
location,623023,    舟曲县
location,623024,    迭部县
location,623025,    玛曲县
location,623026,    碌曲县
location,623027,    夏河县
location,630000,青海省
location,630100,西宁市
location,630102,    城东区
location,630103,    城中区
location,630104,    城西区
location,630105,    城北区
location,630121,    大通回族土族自治县
location,630122,    湟中县
location,630123,    湟源县
location,630200,海东市
location,630202,    乐都区
location,630203,    平安区
location,630222,    民和回族土族自治县
location,630223,    互助土族自治县
location,630224,    化隆回族自治县
location,630225,    循化撒拉族自治县
location,632200,海北藏族自治州
location,632221,    门源回族自治县
location,632222,    祁连县
location,632223,    海晏县
location,632224,    刚察县
location,632300,黄南藏族自治州
location,632321,    同仁县
location,632322,    尖扎县
location,632323,    泽库县
location,632324,    河南蒙古族自治县
location,632500,海南藏族自治州
location,632521,    共和县
location,632522,    同德县
location,632523,    贵德县
location,632524,    兴海县
location,632525,    贵南县
location,632600,果洛藏族自治州
location,632621,    玛沁县
location,632622,    班玛县
location,632623,    甘德县
location,632624,    达日县
location,632625,    久治县
location,632626,    玛多县
location,632700,玉树藏族自治州
location,632701,    玉树市
location,632722,    杂多县
location,632723,    称多县
location,632724,    治多县
location,632725,    囊谦县
location,632726,    曲麻莱县
location,632800,海西蒙古族藏族自治州
location,632801,    格尔木市
location,632802,    德令哈市
location,632821,    乌兰县
location,632822,    都兰县
location,632823,    天峻县
location,640000,宁夏回族自治区
location,640100,银川市
location,640104,    兴庆区
location,640105,    西夏区
location,640106,    金凤区
location,640121,    永宁县
location,640122,    贺兰县
location,640181,    灵武市
location,640200,石嘴山市
location,640202,    大武口区
location,640205,    惠农区
location,640221,    平罗县
location,640300,吴忠市
location,640302,    利通区
location,640303,    红寺堡区
location,640323,    盐池县
location,640324,    同心县
location,640381,    青铜峡市
location,640400,固原市
location,640402,    原州区
location,640422,    西吉县
location,640423,    隆德县
location,640424,    泾源县
location,640425,    彭阳县
location,640500,中卫市
location,640502,    沙坡头区
location,640521,    中宁县
location,640522,    海原县
location,650000,新疆维吾尔自治区
location,650100,乌鲁木齐市
location,650102,    天山区
location,650103,    沙依巴克区
location,650104,    新市区
location,650105,    水磨沟区
location,650106,    头屯河区
location,650107,    达坂城区
location,650109,    米东区
location,650121,    乌鲁木齐县
location,650200,克拉玛依市
location,650202,    独山子区
location,650203,    克拉玛依区
location,650204,    白碱滩区
location,650205,    乌尔禾区
location,650400,吐鲁番市
location,650402,    高昌区
location,650421,    鄯善县
location,650422,    托克逊县
location,650500,    哈密市
location,650502,    伊州区
location,650521,    巴里坤哈萨克自治县
location,650522,    伊吾县
location,652300,昌吉回族自治州
location,652301,    昌吉市
location,652302,    阜康市
location,652323,    呼图壁县
location,652324,    玛纳斯县
location,652325,    奇台县
location,652327,    吉木萨尔县
location,652328,    木垒哈萨克自治县
location,652700,博尔塔拉蒙古自治州
location,652701,    博乐市
location,652702,    阿拉山口市
location,652722,    精河县
location,652723,    温泉县
location,652800,巴音郭楞蒙古自治州
location,652801,    库尔勒市
location,652822,    轮台县
location,652823,    尉犁县
location,652824,    若羌县
location,652825,    且末县
location,652826,    焉耆回族自治县
location,652827,    和静县
location,652828,    和硕县
location,652829,    博湖县
location,652900,阿克苏地区
location,652901,    阿克苏市
location,652922,    温宿县
location,652923,    库车县
location,652924,    沙雅县
location,652925,    新和县
location,652926,    拜城县
location,652927,    乌什县
location,652928,    阿瓦提县
location,652929,    柯坪县
location,653000,克孜勒苏柯尔克孜自治州
location,653001,    阿图什市
location,653022,    阿克陶县
location,653023,    阿合奇县
location,653024,    乌恰县
location,653100,喀什地区
location,653101,    喀什市
location,653121,    疏附县
location,653122,    疏勒县
location,653123,    英吉沙县
location,653124,    泽普县
location,653125,    莎车县
location,653126,    叶城县
location,653127,    麦盖提县
location,653128,    岳普湖县
location,653129,    伽师县
location,653130,    巴楚县
location,653131,    塔什库尔干塔吉克自治县
location,653200,和田地区
location,653201,    和田市
location,653221,    和田县
location,653222,    墨玉县
location,653223,    皮山县
location,653224,    洛浦县
location,653225,    策勒县
location,653226,    于田县
location,653227,    民丰县
location,654000,伊犁哈萨克自治州
location,654002,    伊宁市
location,654003,    奎屯市
location,654004,    霍尔果斯市
location,654021,    伊宁县
location,654022,    察布查尔锡伯自治县
location,654023,    霍城县
location,654024,    巩留县
location,654025,    新源县
location,654026,    昭苏县
location,654027,    特克斯县
location,654028,    尼勒克县
location,654200,塔城地区
location,654201,    塔城市
location,654202,    乌苏市
location,654221,    额敏县
location,654223,    沙湾县
location,654224,    托里县
location,654225,    裕民县
location,654226,    和布克赛尔蒙古自治县
location,654300,阿勒泰地区
location,654301,    阿勒泰市
location,654321,    布尔津县
location,654322,    富蕴县
location,654323,    福海县
location,654324,    哈巴河县
location,654325,    青河县
location,654326,    吉木乃县
location,659001,    石河子市
location,659002,    阿拉尔市
location,659003,    图木舒克市
location,659004,    五家渠市
location,659005,    北屯市
location,659006,    铁门关市
location,659007,    双河市
location,659008,    可克达拉市
location,659009,    昆玉市
location,710000,台湾省
location,810000,香港特别行政区
location,820000,澳门特别行政区
location,990000,未知
